email,master_customer_id,first_name,last_name,full_name_standardized,phone_standardized,crm_city,signup_date,total_spend,last_order_date,num_orders,total_time_spent_seconds,num_sessions,is_vip,days_since_last_order,segment
mrandolph@yahoo.com,f38ab7eb-2fae-4f1f-a8c4-8018fe245a38,Matthew,Randolph,Matthew Randolph,,Baltimore,2024-10-26,280.03,2024-01-23,1.0,0.0,0.0,True,480.0,0
jeremy.johnson@gmail.com,19f4477d-b3ca-46a8-8354-4e2e6b2fc40a,Jeremy,Johnson,Jeremy Johnson,+12532446728,Portland,2024-01-17,107.04,2025-03-16,1.0,0.0,0.0,True,62.0,0
shane_washington23@gmail.com,9687e50a-e146-4f1f-b29b-e57e68f562a4,Shane,Washington,Shane Washington,+17572859867,Dallas,2025-03-24,365.93,2025-05-09,1.0,0.0,0.0,True,8.0,0
amy.west@yahoo.com,5431bb62-981a-4a20-a48b-85846072238b,Amy,West,Amy West,,Oakland,2022-11-26,81.81,2024-09-16,1.0,0.0,0.0,False,243.0,0
larry.snyder@gmail.com,00485905-a7c2-47f7-94eb-f2ebb11d98f0,Larry,Snyder,Larry Snyder,+12192184691,Sacramento,2024-05-14,105.88,2023-08-22,2.0,0.0,0.0,True,634.0,0
richardmark@example.net,8ab3db7c-0290-4d88-9678-05fce61f5acc,Jamie,Washington,Jamie Washington,+18325956360,Minneapolis,2023-11-17,0.0,,0.0,0.0,0.0,False,,0
deanna@jacobson.com,961f82cf-ac00-45c3-be41-126310d2d1c2,Deanna,Roach,Deanna Roach,,Philadelphia,2024-04-05,196.81,2024-01-06,1.0,0.0,0.0,True,497.0,0
melissa.gomez@yahoo.com,f7119cf9-733d-4241-b420-3d06aaa7e118,Melissa,Gomez,Melissa Gomez,,,2022-09-15,0.0,,0.0,0.0,0.0,False,,0
troy.ford7@gmail.com,830f9c83-0581-47df-a4f9-7d75e6067e12,,,,,,,22.09,2025-04-23,1.0,0.0,0.0,False,24.0,0
robert_johnson@hotmail.com,3725078e-2c63-44f9-a901-e1cf45553586,Robert,Johnson,Robert Johnson,+19094971795,Portland,2024-08-15,260.82,2024-08-11,3.0,2740.0,8.0,True,279.0,2
smay@yahoo.com,c0e672a4-7089-465e-9b65-dd40088302d0,Sarah,May,Sarah May,,Chicago,2024-01-15,0.0,,0.0,0.0,0.0,False,,0
cynthia.schwartz@hotmail.com,f5ce409c-2c9f-4c09-a51e-6273b27a874e,Cynthia,Schwartz,Cynthia Schwartz,,Detroit,2023-02-19,280.08,2025-05-02,2.0,453.0,1.0,True,15.0,1
andrew.castillo82@yahoo.com,f73229f5-7027-4488-9634-e2fa5e8b0dff,,,,,,,755.02,2023-11-27,1.0,475.0,2.0,True,537.0,1
jeffrey.tapia51@hotmail.com,11d677a0-0a51-4200-83e4-367f6ad459ef,,,,,,,90.64,2025-01-23,1.0,0.0,0.0,False,114.0,0
jon.powell@yahoo.com,f50f11a1-120b-4855-b567-11e45b6ad4e8,Jon,Powell,Jon Powell,,Detroit,2023-08-17,109.09,2025-05-02,1.0,0.0,0.0,True,15.0,0
dana.garcia@gmail.com,0b362761-6306-4b41-9c22-3b51bfa17abc,Dana,Garcia,Dana Garcia,+12895448930,Mesa,2024-10-17,192.55,2025-02-11,2.0,0.0,0.0,True,95.0,0
james.russell@hotmail.com,8f61218e-e258-46e6-91cb-072999ce0ecd,James,Russell,James Russell,,Seattle,2022-10-23,434.62,2025-02-27,4.0,431.0,1.0,True,79.0,1
juan.crawford88@yahoo.com,61551ecb-dc2b-4898-b637-797b648026be,,,,,,,33.24,2023-07-31,1.0,989.0,3.0,False,656.0,2
makaylasantiago@example.org,11d13170-ba6c-4245-8eb0-67b4bf0e3cd8,William,Spencer,William Spencer,,Tampa,2023-09-27,0.0,,0.0,2123.0,6.0,False,,2
mr..mathis88@yahoo.com,16d39911-763f-43fb-9809-1869b65a6e07,,,,,,,822.23,2023-08-06,1.0,278.0,1.0,True,650.0,1
phillip@ray.com,218b895f-723e-45bf-94a8-36d747598ec5,Phillip,Oneill,Phillip Oneill,+13062996071,Fort Worth,2024-07-05,574.64,2025-03-26,1.0,905.0,2.0,True,52.0,0
phillip@ray.com,218b895f-723e-45bf-94a8-36d747598ec5,Abigail,Mcclure,Abigail Mcclure,,Sacramento,2024-11-07,574.64,2025-03-26,1.0,905.0,2.0,True,52.0,0
brenda.medina@gmail.com,53d2d4db-485c-4cb8-8158-ee303e0b3ca7,Brenda,Medina,Brenda Medina,+14479365180,Philadelphia,2024-02-10,0.0,,0.0,0.0,0.0,False,,0
jacqueline_daniel@gmail.com,c9c723c2-1c57-4a36-a617-7a63f4509b48,Jacqueline,Daniel,Jacqueline Daniel,,Indianapolis,2023-01-27,273.05,2024-06-18,2.0,0.0,0.0,True,333.0,1
dgreen@gmail.com,965a1663-d4c0-4ca6-9489-d57aacc92357,Debra,Green,Debra Green,+16226183130,Miami,2023-12-07,1411.48,2023-11-25,2.0,0.0,0.0,True,539.0,1
karen.clements70@hotmail.com,1903e481-7a0c-447f-b937-5ec1c58b35a1,,,,,,,468.43,2024-12-24,1.0,0.0,0.0,True,144.0,0
kelly@chen.org,cea32c42-665d-43fb-b542-c736b2248fb8,Kelly,Liu,Kelly Liu,+15669108240,Long Beach,2025-03-22,0.0,,0.0,0.0,0.0,False,,0
owenscolleen@example.org,dd5f90f5-e4b0-44f4-81ae-52fbd85f9943,Danielle,Washington,Danielle Washington,+15855128867,Arlington,2023-12-26,323.57000000000005,2024-12-19,2.0,0.0,0.0,True,149.0,1
mark.parks32@gmail.com,115bcc12-2fcb-428e-83cb-d13443efce56,,,,,,,74.29,2025-03-24,1.0,0.0,0.0,False,54.0,0
anthony.santos@hotmail.com,317e56d0-6ff8-4a23-817a-b532e732ebb8,Anthony,Santos,Anthony Santos,+14129734547,Fort Worth,2024-08-03,0.0,,0.0,0.0,0.0,False,,0
benjamin@wood.com,69219641-6e8a-4940-aa3d-3244d4d55878,Benjamin,Hamilton,Benjamin Hamilton,,Indianapolis,2025-01-15,1840.72,2024-11-20,2.0,0.0,0.0,True,178.0,1
alexandra.gonzalez@hotmail.com,ea57826b-381e-4375-a308-1df37dba81ce,Alexandra,Gonzalez,Alexandra Gonzalez,,Omaha,2024-04-09,816.13,2024-11-07,1.0,262.0,1.0,True,191.0,1
alexandra.gonzalez@hotmail.com,ea57826b-381e-4375-a308-1df37dba81ce,J.,Pruitt,J. Pruitt,+15404609784,Arlington,2022-09-29,816.13,2024-11-07,1.0,262.0,1.0,True,191.0,1
jeanswanson@example.com,cb58e3ba-8754-4fda-b3df-2450c442322b,Thomas,Diaz,Thomas Diaz,,Los Angeles,2025-01-03,0.0,,0.0,933.0,4.0,False,,2
jessica.anderson43@yahoo.com,4dc2c1ec-0b7d-4d67-a674-9c216ee63147,,,,,,,81.96,2023-05-22,1.0,0.0,0.0,False,726.0,0
raymond.mckinney@yahoo.com,a329caf7-56fb-4e71-a2ed-b11dbc574030,Raymond,Mckinney,Raymond Mckinney,,Denver,2024-11-22,38.76,2023-08-04,1.0,0.0,0.0,False,652.0,0
sean@irwin.info,9a70637b-e619-47da-a582-c6076b6e46e1,Sean,Nguyen,Sean Nguyen,,Atlanta,2024-03-20,0.0,,0.0,0.0,0.0,False,,0
hector_green@yahoo.com,c568047b-042d-442f-9593-18008dd4a78d,Hector,Green,Hector Green,,San Diego,2023-09-30,105.86,2023-10-30,1.0,0.0,0.0,True,565.0,0
patricia@kelly-landry.com,3468ac88-38a5-4ca1-a99e-8d5598f31cc3,Patricia,Chavez,Patricia Chavez,,Charlotte,2023-06-23,452.65,2024-04-15,1.0,0.0,0.0,True,397.0,0
ballkimberly@example.org,ce32a463-80df-4162-bcad-a1364a353883,Carol,Lowe,Carol Lowe,,Kansas City,2022-05-26,557.56,2025-05-15,1.0,0.0,0.0,True,2.0,0
rachel.rhodes@hotmail.com,9638d4b2-470e-4a2e-a1ff-46b580a031e9,Rachel,Rhodes,Rachel Rhodes,,Washington,2022-12-03,0.0,,0.0,1499.0,4.0,False,,2
wthompson@gmail.com,bcb75405-20fd-46ab-9af1-c64e938ab978,Whitney,Thompson,Whitney Thompson,,Columbus,2023-11-07,0.0,,0.0,851.0,2.0,False,,2
montoyacharles@example.net,ae6d1452-0b4d-4e83-b273-6d0a71c1b6c1,John,French,John French,,Charlotte,2024-08-18,343.71,2024-02-27,1.0,3035.0,8.0,True,445.0,2
john.moore@hotmail.com,e4ead7ee-b62a-4afa-86d9-3bdae39e01a5,John,Moore,John Moore,,,2024-11-16,0.0,,0.0,627.0,2.0,False,,0
soliver@hotmail.com,ba8ac6da-9f0c-427c-a620-4998c4c63ea7,Spencer,Oliver,Spencer Oliver,,El Paso,2024-11-03,472.54,2024-07-22,2.0,0.0,0.0,True,299.0,1
claire@sharp.net,f18ab431-8efc-4e88-aeb8-641b109df240,Claire,Carney,Claire Carney,+16417368813,Baltimore,2023-02-17,850.14,2025-03-27,2.0,0.0,0.0,True,51.0,1
eric.pace93@hotmail.com,272a16d2-5ebd-4ed1-97f9-3cf497b03f2a,,,,,,,127.45,2024-08-20,1.0,0.0,0.0,True,270.0,0
jay_murphy16@gmail.com,c66464e1-5e93-4803-bf4b-8304194bda84,Jay,Murphy,Jay Murphy,,Tucson,2023-07-10,362.84000000000003,2025-04-11,2.0,0.0,0.0,True,36.0,1
william@rollins.net,6b446faa-27bf-4c31-b947-01fa9d15a55a,William,Baker,William Baker,,Atlanta,2024-08-29,0.0,,0.0,0.0,0.0,False,,0
karen.md@yahoo.com,ebceb653-b24b-450b-aefc-de359ae82f44,Karen,Richardson,Karen Richardson Md,,Mesa,2023-01-12,642.76,2023-06-13,1.0,0.0,0.0,True,704.0,0
erica04@example.org,90267362-1265-4179-a0bd-149dc9ffd3c4,Eric,Contreras,Eric Contreras,,Tulsa,2023-07-08,174.27,2024-08-28,2.0,0.0,0.0,True,262.0,0
william.bailey4@hotmail.com,7987e71e-ad30-44f7-839e-7c634b5b9ae0,,,,,,,131.57,2024-02-13,1.0,0.0,0.0,True,459.0,0
tiffany_gomez26@hotmail.com,ae5698cb-9c5d-4921-b0d8-d686de0af403,Tiffany,Gomez,Tiffany Gomez,,Indianapolis,2024-06-25,0.0,,0.0,0.0,0.0,False,,0
brandon_gordon@yahoo.com,f8dedb6a-0733-4b0f-8843-cfd8ea2e3ef9,Brandon,Gordon,Brandon Gordon,,Boston,2025-02-16,0.0,,0.0,0.0,0.0,False,,0
angela@potter.com,7a227160-72f3-45ef-89ab-364b694ff829,Angela,Young,Angela Young,+17872015934,Dallas,2024-11-06,0.0,,0.0,0.0,0.0,False,,0
jennifer.ortiz@hotmail.com,1c2f57dc-c1ce-4bb5-a259-04e162ae70f0,Jennifer,Ortiz,Jennifer Ortiz,,Dallas,2022-06-05,0.0,,0.0,0.0,0.0,False,,0
joshua@walter.com,fc178fdc-744f-4660-bcd8-35c2e6e8fa0d,Joshua,Martin,Joshua Martin,,Lake Cynthia,2023-10-27,581.06,2025-05-12,2.0,0.0,0.0,True,5.0,1
jose.rodriguez@hotmail.com,4fdf6a1e-3f45-479e-87d2-a776e519633c,Jose,Rodriguez,Jose Rodriguez,,Omaha,2025-02-17,172.84,2024-12-09,1.0,0.0,0.0,True,159.0,0
justin.phd59@yahoo.com,e646eb95-b45c-4b88-aa5b-61f78151a5d0,,,,,,,50.19,2023-06-19,1.0,0.0,0.0,False,698.0,0
robert_weaver@hotmail.com,275ce8d7-4201-47ae-b0bb-3993fe279bd5,Robert,Weaver,Robert Weaver,,Milwaukee,2022-12-10,0.0,,0.0,0.0,0.0,False,,0
petersonveronica@example.org,e7f1a86b-d996-43ff-a7f4-072e30ff12ff,Richard,Newton,Richard Newton,+17429428763,Albuquerque,2023-07-25,0.0,,0.0,0.0,0.0,False,,0
phyllis.kim85@yahoo.com,07972b6a-a9ff-42f5-8a26-9262de6668ac,,,,,,,0.0,,0.0,157.0,1.0,False,,0
crystal.hutchinson@gmail.com,c423f610-f9ab-4122-8a57-3ae9ad421c9e,Crystal,Hutchinson,Crystal Hutchinson,,Jacksonville,2024-05-13,0.0,,0.0,0.0,0.0,False,,0
sarah_miller@gmail.com,f2d9e077-50d9-4e9f-bf8c-ebd9aae305cb,Sarah,Miller,Sarah Miller,+19798375219,Tampa,2022-10-08,595.2,2024-06-15,1.0,0.0,0.0,True,336.0,0
lori@lee.org,d8309739-7d64-42e3-9700-031b197bc1ef,Lori,Hodges,Lori Hodges,,Milwaukee,2022-12-13,857.42,2023-11-20,1.0,0.0,0.0,True,544.0,1
kathryn@ramirez.com,55c60501-39bf-4623-bd5f-7977735ae150,Kathryn,Young,Kathryn Young,,Phoenix,2022-09-16,149.48000000000002,2024-08-23,2.0,0.0,0.0,True,267.0,0
jchase@yahoo.com,ba78e400-0fbd-4b87-b84a-f220c16e62cc,Jennifer,Chase,Jennifer Chase,+14588249564,KY,2024-09-22,0.0,,0.0,0.0,0.0,False,,0
colleen.mullins9@yahoo.com,b217b3f5-e4a8-4ba1-8644-0caeade6c033,,,,,,,88.11,2023-08-16,1.0,0.0,0.0,False,640.0,0
katie.chen64@yahoo.com,2784cf61-bf3e-47ec-a232-abf3a1992767,,,,,,,105.93,2024-11-06,1.0,0.0,0.0,True,192.0,0
jsmith@yahoo.com,07036fc0-0f50-408d-8a77-e05d7abc663c,Jamie,Smith,Jamie Smith,+19395184047,Oakland,2023-11-07,0.0,,0.0,0.0,0.0,False,,0
vanessa.williams25@yahoo.com,289b2e00-8175-4e44-a88f-778625cace27,,,,,,,2358.41,2023-06-29,1.0,0.0,0.0,True,688.0,1
veronica.ortega@gmail.com,2a2fb6a7-57c9-416d-8465-62e1261cd8d8,Veronica,Ortega,Veronica Ortega,+13152158586,Sacramento,2023-11-14,1913.3300000000002,2025-01-02,3.0,0.0,0.0,True,135.0,1
paul.acosta@hotmail.com,f37b08c4-48b8-4059-9766-dd389651fe03,Paul,Acosta,Paul Acosta,,Fort Worth,2024-03-22,439.78000000000003,2024-05-29,2.0,0.0,0.0,True,353.0,1
jason_carney@hotmail.com,ffb58390-828a-4216-938d-8dc3e0a7267e,Jason,Carney,Jason Carney,+14698922078,,2024-10-11,0.0,,0.0,0.0,0.0,False,,0
meverett@yahoo.com,d3f55f2c-a3d0-4d82-b4f4-0994dcbe3966,Michael,Everett,Michael Everett,+19092694009,Washington,2024-08-13,149.64,2024-04-09,2.0,0.0,0.0,True,403.0,0
rebecca@scott.com,0a050418-5298-44d6-a3f9-bfb29a9451fc,Rebecca,Foster,Rebecca Foster,+16419579570,San Francisco,2024-12-06,44.29,2024-09-28,1.0,0.0,0.0,False,231.0,0
sherry.campbell@gmail.com,97bf9dcc-f4b3-4e59-8743-9306bf84cb33,Sherry,Campbell,Sherry Campbell,+15288499754,Louisville,2024-08-26,0.0,,0.0,1522.0,5.0,False,,2
scott.wilcox33@hotmail.com,3d1d33e4-7c9c-45fd-94f2-20d6028fc9d5,,,,,,,1593.11,2024-10-19,1.0,0.0,0.0,True,210.0,1
jeremy.foster@gmail.com,ba53bc2e-5193-4ceb-b35e-f2f8fbb82173,Jeremy,Foster,Jeremy Foster,,Charlotte,2023-02-12,162.81,2025-04-22,1.0,434.0,1.0,True,25.0,0
karensantiago@example.net,fcc74e67-5669-4a49-90a5-58d121b6b3b2,Christopher,Vaughn,Christopher Vaughn,+16619222525,Mesa,2022-09-24,70.02,2024-06-10,1.0,0.0,0.0,False,341.0,0
preston_miller18@hotmail.com,1439a240-ca49-42b1-b7ec-eb2d636e44d2,Preston,Miller,Preston Miller,+19727059881,Boston,2023-05-01,327.36,2023-09-09,1.0,0.0,0.0,True,616.0,0
brenda@miller.com,fb6dbbc4-da95-4045-afa8-67ef1b9f1ede,Brenda,Morton,Brenda Morton,,Washington,2023-06-15,84.07,2023-06-06,1.0,0.0,0.0,False,711.0,0
lauren.jackson@gmail.com,0cb6cdf6-d53f-4b78-8f05-19ef07a9931e,Lauren,Jackson,Lauren Jackson,,,2024-07-18,0.0,,0.0,0.0,0.0,False,,0
jennifer.harmon60@gmail.com,c46f6a20-abbc-4fcb-966d-cc206ecfab0b,,,,,,,336.1,2024-04-27,1.0,0.0,0.0,True,385.0,0
mary.smith@hotmail.com,3660be6c-e5b3-4978-9148-9c99d76d2b0a,Mary,Smith,Mary Smith,+17316105773,Oklahoma City,2023-05-24,0.0,,0.0,0.0,0.0,False,,0
ashley_king@hotmail.com,a733a62e-9a0f-4e3a-80cd-8d174e4a4ba0,Ashley,King,Ashley King,,Brownberg,2023-08-28,220.73,2023-11-13,1.0,0.0,0.0,True,551.0,0
matthew52@example.org,fd6bb01c-bda7-42ed-be99-d7f86cdb8176,Deborah,Cummings,Deborah Cummings Md,,Memphis,2023-09-07,0.0,,0.0,991.0,4.0,False,,2
katrina82@example.net,134182ae-c877-463b-989c-f1a0bc638595,Juan,Gomez,Juan Gomez,+17249498032,Detroit,2023-06-28,393.87,2025-04-09,1.0,0.0,0.0,True,38.0,0
steven.watson@gmail.com,46888448-fa4c-41c6-9af7-dbd12e5246a5,Steven,Watson,Steven Watson,+16162623111,Boston,2023-03-18,0.0,,0.0,0.0,0.0,False,,0
shelley_hart50@gmail.com,19ef2e4e-babc-4eaa-9678-704b93bf794a,Shelley,Hart,Shelley Hart,,New York,2023-07-05,122.97,2024-02-08,2.0,0.0,0.0,True,464.0,0
deborah_hughes@gmail.com,28bd7e7f-eaf0-407d-943c-64f34ccab3c0,Deborah,Hughes,Deborah Hughes,,Tucson,2023-10-27,0.0,,0.0,0.0,0.0,False,,0
amanda_medina@hotmail.com,348ebbb0-1757-45a6-8e55-4622badd3b26,Amanda,Medina,Amanda Medina,,Memphis,2024-03-12,2272.0,2024-03-14,1.0,0.0,0.0,True,429.0,1
ssimon@gmail.com,e6f5d794-a81c-4acd-822e-7477124a7e3a,Stephen,Simon,Stephen Simon,+16625923660,Atlanta,2025-03-29,358.57,2025-05-09,1.0,0.0,0.0,True,8.0,0
kevin.moran@hotmail.com,6bdae3c6-b20f-4bed-8bf9-8c9bc3820669,Kevin,Moran,Kevin Moran,,Tulsa,2025-01-08,0.0,,0.0,0.0,0.0,False,,0
ashley.williams78@gmail.com,2e91b1da-17ed-44fb-82c0-2d0154e948c0,,,,,,,72.97,2023-10-24,1.0,0.0,0.0,False,571.0,0
brandon.stevenson@gmail.com,70fab192-fad4-4633-9c18-cbf701e1c4f7,Brandon,Stevenson,Brandon Stevenson,+18107152149,Fort Worth,2023-01-27,799.4000000000001,2024-07-14,4.0,0.0,0.0,True,307.0,1
jwatson@hotmail.com,a9d514d8-8545-4d51-a35c-30bdee19da79,James,Watson,James Watson,,Colorado Springs,2022-09-08,0.0,,0.0,0.0,0.0,False,,0
jasonmills@example.com,6b963727-dd8c-45dd-b61f-454eae894bf0,Brandon,Miller,Brandon Miller,,Nashv,2022-08-17,281.29,2024-09-25,2.0,670.0,2.0,True,234.0,1
zachary@parker-reed.com,d2575449-02f2-48aa-9042-69965050c0fd,Zachary,Carrillo,Zachary Carrillo Iii,+13305385809,Tampa,2024-04-15,133.5,2023-07-04,1.0,0.0,0.0,True,683.0,0
dr..gentry53@gmail.com,23cbe252-0255-4357-b964-c87d177d5c37,,,,,,,233.48,2024-03-17,1.0,0.0,0.0,True,426.0,0
david.humphrey@yahoo.com,8e00aa1d-bd3d-420f-8c18-f563cef95103,David,Humphrey,David Humphrey,,Fort Worth,2022-12-06,0.0,,0.0,0.0,0.0,False,,0
ryan@green.com,d80293b3-6f02-48f0-ac7b-c685d2f1b385,Ryan,Ramirez,Ryan Ramirez,+12635565365,San Diego,2022-08-08,420.98,2023-12-29,1.0,0.0,0.0,True,505.0,0
linda.davila@gmail.com,4845ab92-83d0-4634-a720-61a63ce2018f,Linda,Davila,Linda Davila,,Atlanta,2023-07-23,0.0,,0.0,0.0,0.0,False,,0
kimberly.marquez@gmail.com,f11163c3-b227-4626-b775-ae1065f44e41,Kimberly,Marquez,Kimberly Marquez,,Philadelphia,2022-12-25,0.0,,0.0,0.0,0.0,False,,0
john@reyes.com,084fe08b-c2ad-4e26-92de-8a6ac53837d3,John,Jones,John Jones,,Ortizmouth,2024-08-17,751.24,2024-01-13,1.0,0.0,0.0,True,490.0,1
samantha_delgado@hotmail.com,3d881f38-ee4c-4829-a900-ec6326af4b15,Samantha,Delgado,Samantha Delgado,+16817348830,Los Angeles,2024-01-04,0.0,,0.0,2851.0,8.0,False,,2
lisa.davis@gmail.com,34e4768d-1517-4130-af51-3fa58380c2ed,Lisa,Davis,Lisa Davis,,Phoenix,2025-05-09,0.0,,0.0,466.0,3.0,False,,0
bjackson@example.net,287dbe8e-a9ae-46d1-bb7a-b8f19da9b953,Gregory,Costa,Gregory Costa,+12363878412,Denver,2022-11-25,0.0,,0.0,0.0,0.0,False,,0
kathleen@williams-lucero.com,624ddb00-55af-4a0f-8c50-dcdd92dfbd0d,Kathleen,Stevens,Kathleen Stevens,+13067717266,New York,2023-06-08,19.04,2024-11-30,1.0,316.0,2.0,False,168.0,0
leslie_mendoza@gmail.com,6b89cfab-7c3d-4099-8b2a-280f766588c4,Leslie,Mendoza,Leslie Mendoza,+18192722342,Long Beach,2023-08-06,0.0,,0.0,0.0,0.0,False,,0
nicholas.baker@gmail.com,a60901e0-fc79-4291-a60f-9cfe88a747a6,Nicholas,Baker,Nicholas Baker,+14692427562,Mesa,2024-04-09,131.74,2024-07-04,1.0,0.0,0.0,True,317.0,0
eric.moreno@yahoo.com,82ceea3c-ef3f-4418-a370-c474cc5ef15b,Eric,Moreno,Eric Moreno,,Austin,2023-01-04,269.35,2023-09-04,1.0,0.0,0.0,True,621.0,0
melissa.allen@gmail.com,82df20e5-b130-408f-926c-3431700fc65e,Melissa,Allen,Melissa Allen,+16579328217,Omaha,2023-04-21,59.46,2024-05-30,1.0,0.0,0.0,False,352.0,0
kyleboyd@example.net,0e92e1de-d44d-4825-b5a9-3856ceafa762,Michael,Lam,Michael Lam Md,,PR,2023-09-01,0.0,,0.0,0.0,0.0,False,,0
ryan.morrow55@hotmail.com,ccd1e2e7-8f6f-4514-a48a-c45a1552b49a,,,,,,,0.0,,0.0,1404.0,3.0,False,,2
speters@yahoo.com,40c8a5e0-2c81-4c3f-b3a9-bca37034d682,Sharon,Peters,Sharon Peters,+15718076424,Tulsa,2022-06-03,16.68,2023-11-12,1.0,0.0,0.0,False,552.0,0
krista.myers51@gmail.com,6f23230c-4961-4336-9717-219c95b3d89f,,,,,,,137.45,2023-09-11,1.0,0.0,0.0,True,614.0,0
gary.watson48@gmail.com,923ee44a-55e8-4551-8488-7bc71f0301c7,,,,,,,68.81,2025-04-06,1.0,0.0,0.0,False,41.0,0
mary.rice96@gmail.com,5e9d695a-5a12-4326-a6f8-07840e15e96a,,,,,,,2120.17,2024-09-18,1.0,0.0,0.0,True,241.0,1
jonathan.perkins26@gmail.com,c70fb14c-72b8-4f9e-afa8-5762d9ec572d,,,,,,,59.7,2025-05-07,1.0,0.0,0.0,False,10.0,0
edward.cox@hotmail.com,d21e941a-5947-45bc-93ec-4d96864dbe32,Edward,Cox,Edward Cox,,Columbus,2025-04-04,689.8399999999999,2025-02-06,2.0,1152.0,3.0,True,100.0,1
rfaulkner@yahoo.com,2b7a1634-6400-4751-bbed-2ee375156c03,Rachel,Faulkner,Rachel Faulkner,,Oklahoma City,2024-10-28,0.0,,0.0,0.0,0.0,False,,0
stephanie@barnes.com,e7e75be0-6b34-445e-b765-2120815e7391,Stephanie,Lopez,Stephanie Lopez Phd,,Milwaukee,2023-05-27,0.0,,0.0,803.0,3.0,False,,0
william.spence@gmail.com,72eb1efe-9448-407f-b134-5ec7f972eb9e,William,Spence,William Spence,+17707023247,SC,2024-12-31,0.0,,0.0,0.0,0.0,False,,0
james@smith.com,2637b2dd-7df1-43aa-998e-d85c4e9c2a8f,James,Coleman,James Coleman,,Louisville,2022-12-28,0.0,,0.0,742.0,2.0,False,,0
brian.johnson@hotmail.com,55aecf2b-58dd-4b52-9921-c0f8e9f78d97,Brian,Johnson,Brian Johnson,,San Jose,2025-03-03,0.0,,0.0,2965.0,8.0,False,,2
claudia.jones@hotmail.com,6441072c-a78b-4461-a0eb-9186b81acc43,Claudia,Jones,Claudia Jones,+17303247277,,2023-01-12,0.0,,0.0,0.0,0.0,False,,0
ethan.little@hotmail.com,447bfc2b-38fa-4e8a-a189-95cbe6112b65,Ethan,Little,Ethan Little,+15205644858,Fresno,2023-06-12,0.0,,0.0,0.0,0.0,False,,0
jessica.carr54@gmail.com,639ac882-5461-42f7-8fec-2bcec0c220f9,,,,,,,118.19,2025-02-25,1.0,0.0,0.0,True,81.0,0
cody.little22@gmail.com,97dc32ee-a009-4319-91e2-9459fb7c8854,,,,,,,21.01,2024-09-13,1.0,2673.0,6.0,False,246.0,2
susan.griffin53@gmail.com,043e864a-910b-48c0-a0af-f8c7c4d3f4e2,,,,,,,27.57,2025-05-11,1.0,1556.0,4.0,False,6.0,2
mr..jr.84@yahoo.com,f74eb3d7-7460-4efc-8357-a72010c0e79a,,,,,,,0.0,,0.0,943.0,1.0,False,,2
david@tucker-williams.com,68f1a5ce-d8d6-47ef-8973-a99490e16bb6,David,Padilla,David Padilla,+12247187747,Chicago,2022-12-19,0.0,,0.0,0.0,0.0,False,,0
jane.howard@hotmail.com,0f2bd84d-b464-42bf-b1d5-8acf4b2ce187,Jane,Howard,Jane Howard,+17404549551,Jacksonville,2023-12-24,0.0,,0.0,0.0,0.0,False,,0
qmoore@example.net,562c5090-8a25-4222-a04e-2f3e41400297,Joshua,Obrien,Joshua Obrien,+18089637689,Fresno,2023-12-05,0.0,,0.0,742.0,2.0,False,,0
steven.tucker16@gmail.com,9cc0bc12-220d-457b-80ad-99a1dd82efd8,,,,,,,175.93,2024-11-06,1.0,0.0,0.0,True,192.0,0
susan94@example.com,6e79c0c4-1a07-43b1-9940-77630c0179ce,Michael,Morris,Michael Morris,+18217239540,South Kellychester,2025-03-01,0.0,,0.0,707.0,2.0,False,,0
lauren_newton@hotmail.com,a1dfc61a-ac7c-4826-ba9c-3bff381b94b0,Lauren,Newton,Lauren Newton,+16675699688,Washington,2022-08-19,1381.74,2024-09-02,3.0,0.0,0.0,True,257.0,1
nicolejackson@example.net,ebcf8e05-8cbe-4482-8d0b-44f882e6ff86,Joan,Brown,Joan Brown,,Oklahoma City,2024-06-06,0.0,,0.0,0.0,0.0,False,,0
randy.morris31@hotmail.com,16aec97b-efc2-4e4d-ac68-67df2923bcc9,,,,,,,190.36,2023-05-29,1.0,0.0,0.0,True,719.0,0
rebecca.oconnor93@yahoo.com,17e9c8a7-c674-4e5f-bdca-9b7d9cbf0e17,,,,,,,0.0,,0.0,1509.0,4.0,False,,2
hannah.brown@hotmail.com,7a5cfacc-7866-48fb-8ac9-9d7ccffc9706,Hannah,Brown,Hannah Brown,,Colorado Springs,2023-10-24,1351.56,2024-11-12,1.0,0.0,0.0,True,186.0,1
hannah.brown@hotmail.com,7a5cfacc-7866-48fb-8ac9-9d7ccffc9706,Johngy,Smith,Johngy Smith,,San Diego,2023-01-30,1351.56,2024-11-12,1.0,0.0,0.0,True,186.0,1
jessica.watkins@yahoo.com,1924f341-e879-4491-8087-2595afe29de2,Jessica,Watkins,Jessica Watkins,,Las Vegas,2023-03-04,18.81,2024-05-16,1.0,0.0,0.0,False,366.0,0
katrina.mullins16@yahoo.com,517ef60f-baac-474e-9ef3-9c485a36ad53,,,,,,,45.58,2025-03-30,1.0,0.0,0.0,False,48.0,0
crystal_ryan15@hotmail.com,10bad384-285b-4d85-bdae-f5b1c27849f0,Crystal,Ryan,Crystal Ryan,,Milwaukee,2022-10-18,94.25,2024-08-09,1.0,0.0,0.0,False,281.0,0
